Year,Topic groups,Topic categories 1,Topic categories 2,Topic categories 3,Suppression,Total,County totals
2015,Contraceptive use and living children by age of patient,Ages 45+,Oral contraception,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages 45+,Other contraception,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages 45+,Rhythm method,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages 45+,Unknown contraception use,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages <15,Condom/prophylactic,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages <15,Contraceptive ring,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages <15,Emergency contraception,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages <15,Multiple forms,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages <15,No contraception use,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages <15,Oral contraception,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages <15,Other contraception,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages <15,Rhythm method,Unknown children,,0,
2015,Contraceptive use and living children by age of patient,Ages <15,Unknown contraception use,Unknown children,,0,
2015,Contraceptive use and previous abortions by age of patient,Age unknown,Condom/prophylactic,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Age unknown,Contraceptive ring,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Age unknown,Emergency contraception,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Age unknown,Multiple forms,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Age unknown,No contraception use,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Age unknown,Oral contraception,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Age unknown,Other contraception,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Age unknown,Rhythm method,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Age unknown,Unknown contraception use,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 15-19,Condom/prophylactic,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 15-19,Contraceptive ring,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 15-19,Emergency contraception,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 15-19,Multiple forms,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 15-19,No contraception use,Four or more abortions,,1,
2015,Contraceptive use and previous abortions by age of patient,Ages 15-19,Oral contraception,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 15-19,Other contraception,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 15-19,Rhythm method,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 15-19,Unknown contraception use,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 20-24,Condom/prophylactic,Four or more abortions,,3,
2015,Contraceptive use and previous abortions by age of patient,Ages 20-24,Contraceptive ring,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 20-24,Emergency contraception,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 20-24,Multiple forms,Four or more abortions,,1,
2015,Contraceptive use and previous abortions by age of patient,Ages 20-24,No contraception use,Four or more abortions,,22,
2015,Contraceptive use and previous abortions by age of patient,Ages 20-24,Oral contraception,Four or more abortions,,3,
2015,Contraceptive use and previous abortions by age of patient,Ages 20-24,Other contraception,Four or more abortions,,1,
2015,Contraceptive use and previous abortions by age of patient,Ages 20-24,Rhythm method,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 20-24,Unknown contraception use,Four or more abortions,,2,
2015,Contraceptive use and previous abortions by age of patient,Ages 25-29,Condom/prophylactic,Four or more abortions,,13,
2015,Contraceptive use and previous abortions by age of patient,Ages 25-29,Contraceptive ring,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 25-29,Emergency contraception,Four or more abortions,,2,
2015,Contraceptive use and previous abortions by age of patient,Ages 25-29,Multiple forms,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 25-29,No contraception use,Four or more abortions,,54,
2015,Contraceptive use and previous abortions by age of patient,Ages 25-29,Oral contraception,Four or more abortions,,3,
2015,Contraceptive use and previous abortions by age of patient,Ages 25-29,Other contraception,Four or more abortions,,2,
2015,Contraceptive use and previous abortions by age of patient,Ages 25-29,Rhythm method,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 25-29,Unknown contraception use,Four or more abortions,,3,
2015,Contraceptive use and previous abortions by age of patient,Ages 30-34,Condom/prophylactic,Four or more abortions,,8,
2015,Contraceptive use and previous abortions by age of patient,Ages 30-34,Contraceptive ring,Four or more abortions,,1,
2015,Contraceptive use and previous abortions by age of patient,Ages 30-34,Emergency contraception,Four or more abortions,,2,
2015,Contraceptive use and previous abortions by age of patient,Ages 30-34,Multiple forms,Four or more abortions,,3,
2015,Contraceptive use and previous abortions by age of patient,Ages 30-34,No contraception use,Four or more abortions,,62,
2015,Contraceptive use and previous abortions by age of patient,Ages 30-34,Oral contraception,Four or more abortions,,4,
2015,Contraceptive use and previous abortions by age of patient,Ages 30-34,Other contraception,Four or more abortions,,2,
2015,Contraceptive use and previous abortions by age of patient,Ages 30-34,Rhythm method,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 30-34,Unknown contraception use,Four or more abortions,,3,
2015,Contraceptive use and previous abortions by age of patient,Ages 35-39,Condom/prophylactic,Four or more abortions,,8,
2015,Contraceptive use and previous abortions by age of patient,Ages 35-39,Contraceptive ring,Four or more abortions,,1,
2015,Contraceptive use and previous abortions by age of patient,Ages 35-39,Emergency contraception,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 35-39,Multiple forms,Four or more abortions,,2,
2015,Contraceptive use and previous abortions by age of patient,Ages 35-39,No contraception use,Four or more abortions,,35,
2015,Contraceptive use and previous abortions by age of patient,Ages 35-39,Oral contraception,Four or more abortions,,3,
2015,Contraceptive use and previous abortions by age of patient,Ages 35-39,Other contraception,Four or more abortions,,2,
2015,Contraceptive use and previous abortions by age of patient,Ages 35-39,Rhythm method,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 35-39,Unknown contraception use,Four or more abortions,,3,
2015,Contraceptive use and previous abortions by age of patient,Ages 40-44,Condom/prophylactic,Four or more abortions,,4,
2015,Contraceptive use and previous abortions by age of patient,Ages 40-44,Contraceptive ring,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 40-44,Emergency contraception,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 40-44,Multiple forms,Four or more abortions,,0,
2015,Contraceptive use and previous abortions by age of patient,Ages 40-44,No contraception use,Four or more abortions,,15,
